text,label
Good Oh...,positive
Seriously I have to UPGRADE 2 A LOT BETTER (GOLDEN) 32GB DIGI-VICE????,positive
Nice facollity,positive
I used to love this app...but it just went down hill. Now I tried using it and after setting my location...map doesnt even move...just sits there,negative
Best Forever,positive
Bhaskar Nothing,negative
I really don't like it,negative
Pagal hai WO jisne ise banaya,positive
My app D.k.,positive
Well  I mean you sorts of need it.,positive
Best app for downloading This app is very useful and best app for downloading books  pdf and documents file. But in this app a problem that is if you send any books with but that book name change with numbers.,positive
Nice. Lightweight better than regular Facebook by miles,positive
Lightweight and clean. Don't change a thing  it's perfect!,positive
I like whatsapp Wow,positive
Awesome i just use it for my languages and math,positive
it's take more space still i want to update it bcoz youtube doesn't work without it,negative
Works Well Everywhere  except home  no issues. At home  using Comcast  the program hangs  and I have to stop and restart it  to be able to check Yahoo mail. Comcast is the issue  but other mail clients don't have that issue. Strange situation  to me.,positive
Ijaz,positive
Fuck I cannot open my aaccount,negative
This is great launcher  but the directory access feature scared me a bit. I hope I didn't accidentally delete important files. LOL,positive
?? Very useful...I recommend this app to all...,positive
The best I love this app. I have used it for years and only have a few issues sometimes.. otherwise love it,positive
Best Epub reader,positive
S f that g DVD fwbrw brother rgr,positive
Bal Bal,positive
(Y),positive
I loved it!,positive
The glue that makes it work!,positive
Awesome! Fun & addictive. Never the same game twice!,positive
cool Its an a Important App For Me Totally Love It,positive
Golden keyboard Good,positive
Very Nice!!!,positive
Always like what they broadcast.... Everything!!!!!!!!!,positive
Aight you know i'm so happy cause i use to this app yeah that was great'n this is it forever:),positive
Simple  clean  easy to use Perfect app. Does everything it needs to  well.,positive
Annoying I'm getting endless notifications about this app to update it but it won't update. And when it does say it's updated I can't update my other apps that coincide with this app because it didn't update!,negative
Thank You.. .. for making this app  I switched from ios to android recently  roundcreencorners tweak was one of my favorite tweaks on cydia. I am very pleased that i found this app,positive
Crashing when zooming,negative
I use it every session Single handedly the most used application on my phone. And they keep it updated. Waiting for the ultimate intrigue update  vigilantes away!,positive
Um amazing No one should ever use the anyconnect one. This one rules. One thing I'd like to see though is a persistent notification so I can quickly get to the app,positive
Didnt work on my phone. Couldn't pick the vol btn.,negative
MD RAJU MD. RAJU,negative
The reason I am giving this such a negative review is due to the fact that not only was it difficult to update  but it also misleads you into believing certain applications won't work without this. That is simply not true  as some apps where this happens will allow you to ignore the notification and you can continue on  while others automatically close. It is decieving and weird for a company to do this when they don't have to lie.,negative
Stupid First it updates slow then it crashes. Go figure,negative
Most important app on my phone. I've used carcast for years  worked on every phone  the 30 sec skip is priceless. Thanks Bob for a great product!,positive
Hated it Its takes a lot of time to install.. :-\,negative
Not a lot of the music I like,positive
Cool Just love this App,positive
I like my subject,positive
i dont think about this app hahaha,positive
Introduce video and audio calling functionality,positive
Nyc Updat,positive
So well done. I love how simple it is  but that is allows for customization  too. The ability to add new sources is super cool. Great app  Roman. Thanks!,positive
Bivafa,positive
Wooooooow Iloveit,positive
Thank you for good working and useful application.,positive
B Awesome,positive
Love Abby,positive
Ojh Ohh,negative
Android Wear Support Allow 2 factor via Android wear app.,positive
Best Works super good,positive
Integration failed This app looks like an alpha version compared to Keepass2Android. Hard to integrate to OneDrive for sync with PC. Must install OneDrive separately and re-enter path to database Everytime we start the app. Missing features such as quick unlock. Unusable for my usage for these reasons. Fix those 2 things and I'll give 4 stars.,negative
Works Sth OK for now,positive
Great game Love it but please make the ankh able for use in your inventory after death because i tap the screen by accident after death and it stops me from resurrecting sometimes  very frustrating when im so far in,positive
Allows me to see the full name and number of the caller  excellent!,positive
Amazing Simple and amazing especially if you have a lot of files and are looking at downsizing or moving them,positive
One luv koomi GBE,positive
Awesome. But some bugs. This app is really awesome. I love it. But it's got some flaws like: it's got some lag in animations while unlocking. And it freezes at times while trying to open. Otherwise great app. You guys are awesome!,neutral
Sometimes it makes me unlock twice,positive
Really amazing found every song i wanted,positive
Un excelente y adictivo roguelike. La dificultad y la generación aleatoria de los niveles hace de Pixel Dungeon un juego brillante. La última actualización es brutal  11/10,positive
Kadondo Eddy kenzo videos,positive
Does not save edits,negative
JM Mohlabine,positive
Nyc Perfect,positive
Very effective Super good at doing its job  but could look a little better than Paint graphics,positive
Before it's very likeable  but now I can't find any word but frustrating.. It's always stuck on downloading and never followed by installing. Just gave me false hope . fix this pretty please,negative
Vary fast and easy,positive
Good  but I would like to see a filter option for 'new',positive
Older version better This new version does not work as well with Google Inbox.,neutral
Works great! I use this all the time while building my house. Yes! Sometimes an old fashioned water bubble level  or a big 6 ft or 4 ft long one will not do. Or  maybe I forgot to bring one up the ladder. :),positive
its really annoying that it consumes storage space secretely and the way it is required for different apps.its like i downloaded it because I have no choice.,negative
Best mh4u app there is This is honestly the best app you can find for mh4u reference material. Islts quick and very easy to navigate and comes with everything seasoned and new hunters a like need to know,positive
Fabulous Love u Asus,positive
L-a7000plus _se easy to use.,positive
Useful This app is very useful...,positive
best podcast app ive tried them all.,positive
Md rubel,positive
Marialobomaria98GmailCom,positive
Better than average,positive
How to unrar !!! I'm watching in YouTube and it's not working!!! 😬😤😠,negative
Music Awesome  lots and lots of songs  love it!,positive
Make Difference Took every comments seriously.You will fond something amazing that will changa your world,positive
Love it Excellent app and very easy to use.,positive
Alternative to the Book of Face Totally AWESOME!!!!,positive
It's ridiculous to have but basically u need it to do anything else,positive
wont update on my other phone,neutral
Noob peenoy,negative
Lovely Very good Nice,positive
Almost perfect app I really like the simplistic Facebook appearance and my huge jump in battery life. Two things that would make it perfect: 1. Push Notifications. Because I do a couple group messages daily  it would be nice to know who's trying to hit me up when it happens...not a few hours later. 2. Being able to save images (especially with long press/hold like I was use to). Overall a great non intrusive app.,positive
Don't update. Why the sudden need for identity access ?,positive
Works great! I prefer this app over the official one!,positive
Great app. Does what it says. Keeps passwords safe.,positive
Its a fun app. To have,positive
Alie,positive
Simply the best puzzle collection Full of mind bending puzzles... And no ads!,positive
It's ok It provides a sufficient knowledge,neutral
Ma pis pe aplicatia voastra,negative
Hassle,neutral
Brilliant app Brilliant app for navigating. Does what one could expect of it ? Well worth the money!,positive
Md Salman,positive
Makes sd card searching a thing of the past Best file explorer w/o root,positive
Shrishail Liked this,neutral
Not showing up in android 6.0.1 Sometimes the widget disappears from the widget menu  just the settings widget comes up in the widget menu. Wasnt a problem ever before the marshmallow update.,negative
Khoooob,positive
Jakks App,positive
Best out there. A solid app with constant updates and getting better every time.,positive
App biniyam gosaye,negative
"Make this app as old WhatsApp. Means on up only. V must get"""" call next chat next contact's """"",positive
S....k,positive
Update 7.1.1 killed it on Nexus 5x Doesn't work after Nougat 7.1.1 update on Nexus 5x,positive
Neat game Pretty fun & enjoyable until you have to wait for the next level. Maybe make it where you don't start back at o  beginning a new level or to high exp pts to get to next level. Also  its interesting what you did w/bread  apples  ect but not when losing during battles & all you have is that. Teleporting  could help,positive
This application is very important al the phone.,positive
Great service  just needs tweaking Love the selection and variety of programming. I wish it supported Chromecast. I wish it had cleaner aesthetics. I wish it supported Chromecast. It's wonderful for when I'm at work. I wish it supported Chromecast.,neutral
Good Very Good.,positive
Works but confusing You have to take the data it gives you and go to forums and work like a detective to figure which app(s) are causing problems. But it's stable and not a battery drain itself so I do recommend it highly reccomend it.,positive
Very good This is useful app. Thank you who writed this app,positive
No ad feature is what attracted me and it's awesome app. Build your good habits using this app folks ;),positive
l love it💝 Thats perfect,positive
Excellent It's really a good app 4 students,positive
This app is stupid,negative
App does not work to my surprise. I am on marshmallow. It just stays with the loading circle indefinately,negative
Broken by Android 6... Use this app heaps but now doesn't seem to be compatible with Android 6 permissions. After upgrading the OS this app can no longer access any storage device (internal or SD)! Effectively useless now.,positive
This developer creates apps and then loses interest in updating the app.,negative
Opeyemi Cool,positive
Froze twice on initial back up. Never got it to work. Uninstalled. Droid Mini.,negative
Good Good apc,positive
Best podcast app !,positive
I like your app but there are two issues First: I use facebook messenger's chat heads  when I unlock the phone the messenger chat head bubbles spoils the clean-ish look.. Is there a way to hide it on AcDisplay? Also it provides a bit of insecurity as anyone could just wake my phone and see incoming messeges (I use the lockscreen option)| Second: Why should your app take too much ram so it surely uses the CPU in the background taking up battery.. or am I wrong?,positive
Barcode scanner Doing wonders especially in Africa where contraband is the order of the day.,positive
Wouldn't focus in on the object.,negative
No manual linking,negative
STILL  Still garbage !!!!!!!!!!!uninstall NEEDED !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Garbage I want an uninstall on this!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!DO NOT WANT THIS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,negative
Please Please enable password protection!!!!!!!,positive
Not working properly.,negative
Uses to much space cant download anything,negative
Its downloading slowly,negative
Ilove you,positive
love it mean,positive
Don't work Added path for BIOS and downloaded ROMs  just didn't want any of it.,negative
Very Nice and So HELPFUL BUT Can you please add some fast forward button and fix it because sometimes its slow .. I dont know why..But nice app ..Looking forward for the new update..!,positive
Doesn't work after latest update Just updated to developer preview 7.1 on the Nexus 6p and this does not work anymore.,negative
Raj It is nice,positive
Its awosom,negative
Ugh I love the app and love that it's free. Only problem is that it crashes on me after a while. Using S7 edge and have no problem running any other emulators. Anybody know of a fix?,positive
Just amazing app for Android to take images and shoot videos. It has wonderful features like angle zoom manual focus .... I liked it because it has no ads.best camera app in my opinion,positive
Showed me alot i didnt know how to do,positive
Great tool Exactly what I needed. No need rooted Android device to toggle between 2g/3g/4g networks.,positive
H Best in the world,positive
I love that,positive
OK  now what? I moved some pictures to the SD card  but now I have no idea how to access them. Help?,neutral
Vikas,positive
Thanks Dev! Way better than my built-in cam.,positive
Good apps Good working,positive
Majoro Lebesi,positive
With the newest android updates wallpapers from facets appear to be not correctly centered. Hopefully this is resolved soon because otherwise this app is amazing.,neutral
Very useful app to have.,positive
Nice app reliablie and very fast,positive
Wish there is a folder mode or able to exclude by file type  like mid  or by music length  eg  less than 1 min,positive
Good app well laid out Great for real news.,positive
Andrey !,positive
I like cheese cake,positive
Literally use it daily. Three stars because in can't stream my local station for more than five minutes without it just disconnecting and stopping completely. Making it so I have to go relaunch the app and reconnect.,neutral
Almost perfect My only real issue is that I can never resume playback from the same spot after a long pause. If left paused long enough  the player always jumps way back closer to the beginning of the audio file. It's always a hassle to return to where I left off  especially if I can't remember where that was.,positive
Google Play Services Awesomeness! I like the way it speeds up app connectivity! Great Job you guys!! 👍👍,positive
Platform..in game,positive
Fantastic app... Only one that allows me to get notifications in the car over Bluetooth with such ease. Feature request: Dev only needs to add announcing the caller id over BT to make this perfect,positive
Excellent For a couch potato like me!,positive
How to download Zim file which we want,neutral
nati dani,positive
GR8 I receive more space on my phone and its fricking awesome 👌👌 more larry pics for me ;)),positive
Nop! 123 message were failed to be delivered!..,negative
Game feature The degrading of weapons is okay but allow the Player to turn it on and off since...you know some of us aren't that hardcore. Plus please add a option to toggle degrading off...please,positive
not working for xperia z it gave me error 18...,negative
As others are saying  it updated this morning and now crashes every time I open it. This is a great app! I use it all the time. PLEASE fix it ASAP!,negative
청담 깔아서 실행되는 앱 알려주시요 ㅠㅠ 아는 건 마이크로소프트 엑셀  워드  PPT  구글 시트 슬라이드밖에...ㅠㅠ,neutral
"Jggghjntggj.gn.g.j.ghg..g. I. I h.g. g.TG. hhhhhh h.h.f.GB.g.h.ggy""""rnf ng f bh.. gg. H t.HT h h b g my b hg jh hjymng MNM. hhhbhbhb.h.m ggg .. NH nNB bbnbnbbb ngbb ngbb MN bbnb. Ngggh g Hhhhhhhhhhhhhhhhhhhhhhhhnhhhhhhhh nnj by g the gg j.h hmm gbh😀⛅ 😀😀😀😀 ☔🌾 🌾🌿🌾 🌾.hhgggg..h.hh MN n be MNM the JB n gtj JM JMMNM MNM bbnbnbbb MNM r Hhhhhhhhhhhhhhhhhhhhhhhhnhhhhhhhh Hhhhhhhhhhhhhhhhhhhhhhhhnhhhhhhhh j.Hi GH """"u MNM nn g MN? JB n ft g j ggggj g.h h Hhhhhhhhhhhhhhhhhhhhhhhhnhhhhhhhh g..bg..HAVE ..g. G..",positive
Great Helped me alot,positive
Its a very good emulator but developers also must try to small size of the huge iso files.,positive
Is app ki maa ki chut Bhoshdika,negative
I cant open it,neutral
I think vvv nice,positive
Waaas Jjjnvc,positive
This app really did the good job. Unfortunedly it doesn't support ART in Kitkat.. Please dev  We can't hardly wait to see the updates for kitkat users with ART... I just edited my stars..,positive
Owsm but sometime it slow down. .,positive
Nice nice nice nice nice nicenicenicenice,positive
Genuine alternative to the official facebook app Does the job extremely well without occupying much space and lagging cpu. Having said that  i would love to see notification alerts from this app. Something on the lines of 'numbers' (accounting for the number of notifications) being dispayed on the app as happens on the official fb app. Nonetheless  great going developers.,positive
It's good but not best,positive
"All Indian must use that messager The slogen """"""""""""""""""""""""""""""""made in india"""""""""""""""""""""""""""""""" so use that app very useful for all..it is same for what's app.all features available in this app""""",positive
Effective and efficient tool,positive
Powerrr!!talaga!!!!,positive
To slow I did not like it at all it was to slow,negative
always need to uninstall and install again.....waiting for network......😠,neutral
Great App Simple  easy to use level,positive
How to downloaded games,positive
HAMEED This is very useful App,positive
My old school ipod is now dead to me. This is a great application. My only issue would be... Album titles don't scroll. I couldn't find anything in the settings for this.,positive
Annoying app I just hate it I have a request please don't install this app it is very annyoning..When you will use this app you feel like to throw your mobile in dustbin,negative
PDF Well done problem fixed.,positive
WON'T EVEN WORK!!!!!! Just joking I loved it,positive
Hai Nann,positive
Plz remove the status bar  and add own keyboard   after session plz disabled recently used application .. Lets encrypt the phone 😂 Add little bit of A.I that will be fun.. Great !!!,positive
Does nothing.,negative
Search function/indexing improved but can't delete search history. Downloaded the complete Wikipedia ZIM file (wikipedia_en_all_nopic.zim). The most recent update greatly improved search/indexing function. However  from 5 stars  I have to remove one star due to inability to delete search history. You have to go to 'settings - installed apps - kiwix - clear data' just to remove your or someone else's browsing/search history you don't want retained in your phone.,positive
BC .,negative
Dosent work When I load a game for the first time a notification pops up then crashes. The next time there is no notification but no sound on the game.,negative
BORING AND JUST ....UGH! I do not like this its annoying and wastes data its boring and doesnt even work wat a rip off i am looking for a thing that u make your own comic not.... WHATEVER THIS IS! Gosh i give this a thumbs down👎,negative
Love it keep rocking its cool nice not like the other ones i love it 😄😄😄😍,positive
Stopped working Takes forever like minutes to execute a simple request like shutting down  rebooting. I'm on a N6 with 5.1 what a joke,negative
funy faces.....,positive
PPSSPP Love it,positive
Feeling Good Cool features  All in one required tools.,positive
Telegram is Amazing app but we need Storage change options so pls give us in next update.,positive
Very gd,positive
Loved it Better then what's app....,positive
One of the best I'm really picky when it's comes to news I read everything  however there is a lot of negativity in the general news broadcasting on TV in the newspaper  npr doesn't belong to this category they don't just pickup the news spend few minutes with them and that's it we done what npr does is to do in depth detailing to different level of understanding whether the person is 18 or 70 years old it is not limited to gender race religion or age  the quality and the style is outstanding is something you visit over an,positive
ghi,positive
Speaks for itself - everyone I've shown this says its great..,positive
Way toooooo good,positive
It's a peace of shot And cock,positive
It cannot open other Images. Dissapointing yet funny,neutral
Automatic backup won't work on Nougat Automatic backup doesn't work with Android Nougat 7.0. Manual backup works. Dear developer  we would really appreciate if you can fix it. Thank you in advance!,positive
It works on motorola,positive
Good app Remember you need rooted phone with Qualcomm chipset . Qualcomm Qualcomm Qualcomm. Qualcomm Qualcommmmmmmm,positive
Delivers Does exactly what it should.,positive
Error downloading tsk. Can't get it.,negative
L Hhh,positive
Good app Nothing like super su,positive
CHANDBABU BBC stun BBC Hffjjm,positive
Need this 1)Besides copy and delete  add 'cut' button too. 2) Add a Recycle Bin so that deleted files can be retrieved. This app is light and bloatware free and I loved this.,positive
Neat and works Great app. Works well. Better than other paid-for apps!,positive
I can't doing without it,positive
Saqib Arhan,positive
Games Games,negative
"Highly functional terminal environment for Android No root needed to install and use many command-line packages. I use """"""""""""""""Hacker's Keyboard"""""""""""""""" to enter keys like ESC  /  |  `  and CTRL sequences.""""",positive
OI PP,negative
Richarles 34372861,positive
Kiraaacckkk I am fan about it,positive
Queen queef,positive
No connection I got zero connection on the app,negative
Bate8097 Shuk8097,neutral
Awesome Tested multiple. This is the winner!,positive
Excellent tool Simple and excellent representation of disk usage. No ads.,positive
Worst thing ever if you accidentally turn it on.,negative
Galaxy S3 Taking too much time to start after this update.,positive
Worse than older versions More the game was updated  worse the quality was. There were so many bugs that were not exist in older versions  such as : keys don't generate  killing the first boss made you have achievements such as Amulet of Yendor obtained  last boss killed  and unlocking challenges and huntress. I honestly say that the remixes of this game are better.,negative
mind blowing app... this is the best music player...i think...maybe u guys also must try it out....its UI ....its features...just awesome..,positive
One of the best apps out there,positive
Awesome Having a problem with network on my Moto G first gen. I had to restart the phone to get signal. But this app helped me resolving the network issue without restart. Only thing is  I need to keep switching the network type periodically to wcdma preferred because it automatically changes back to GSM auto(prl).,positive
Family feud Youtube,positive
Cloud storage would be perfect I would love to see cloud storage support such as Google Drive. I want to be able to keep my audio book collection on Google Drive and access them in Material Player. This would be ideal since most device storage is limited.,positive
Awesome app A must in disaster scenarios or trekking! Good to be used as two way radio,positive
Good Enjoy n love,positive
Khalidjabir Good best,positive
Its got all of my favorite games,positive
NICE APP! Easy to use...connects u to the game world!,positive
think its awesome 👍👌,positive
Mohit kumar Mohit kumar,positive
I don't need this  yet I can't uninstall it.,negative
Good camera app Video bitrate and framerate not working :-(,positive
HO,positive
Matrix is a great challenger to IRC and XMPP. I'm enjoying it immensely.,positive
India jai ho,positive
I L i k e d ......,positive
"This app is quite good. The only way it could improve would be adding textured """"""""""""""""""""""""""""""""markers"""""""""""""""""""""""""""""""" and more colors""""",positive
Devs that listen to users! You guys are the bomb! New features take it over the top! This app is a must have! If your thinking about installing DO IT! You won't regret it!,positive
It keeps most of my apps running,positive
It's really good tbh It's a shame that it moves slow... And sometimes the sounds doesn't work probably... Like it was slowed down ... And when the auto save it lags... But HONESTLY YOU GUYS DID A GOOD JOB KEEP IT UP CAUSE I LOVE POKEMON,positive
Awesome I really wish I could give 6 stars. Helped me a lot.,positive
Ain't working. It's no more working with poor please fix it,neutral
mobins very nic,positive
Excellent Very usefull aap,positive
Fine app Allows me to change some hidden kernel features!,positive
Balabhadra I am a good boy,neutral
App seems to be working ok now.,neutral
Ravibhushanray,positive
Elegant agenda widget ... ... simple  customizable  works with other calendars  keywords hide. One of the best !,positive
I love you This app is lovely  clean  simple. I was using habitica but it made me feel bad if I missed a day even when I did something. This app let's me feel good but also where I need to work harder by showing the expanded info. Also open-source  mad respect to people who contribute to the Android community.,positive
Best reader out there!,positive
Unstable Crashes every now and then  while using call  listen etc.,positive
Nice  but... Scores #1 in battery usage. More than screen... Using Android 5.1 here.,positive
Barcode scanner not available Even after obtaining a few barcode apps like the xing one. Using authy and that works great.,negative
S7 Edge Thanks it works great!,positive
Versatile It's fantastic  it even gives the distances to the signals in the area.,positive
Best Its really amazing app,positive
Works perfect! Used for almost a year to track texts and to print easily. Couldn't be happier.,positive
Tokoss,positive
Easy to use Help me a lot,positive
I always wanted this app,positive
Apple Good,negative
Fvck This make force update  hate it😭,negative
Stopped syncing After woring successfully for 20 months  it no longer shows anything.,negative
Telegram is a very powerful and safer alternative to Whatsapp. With Whatsapp there are too many scams  malware and problems. What I have seen sofar Telegram comes highly recommended and the increase in the number of people in a group is awesome. Thank you to the team. We'll keep on watching for more improvements,positive
excellent applivation,positive
Big J,positive
View admin mode goes to external browser. Why it's not in the app itself. Dashboard should be in app. Improve this. Give us choice to go external browser or not. I was happy with admin mode in app itself. If it goes external browser then why the hell we use this app.,negative
Great app! Saves me so many hours every month. Bought the paid version to support the developer  as he was so helpful when I needed support. Don't hesitate to download this app.,positive
I like this app it works,positive
Why do I need an application for other applications??!! I HMMM,negative
Works on my friends phone but not on mine,negative
Vert good This a have speed communication,neutral
Management You will love it,positive
Looks great! Works great. Just can't program all the buttons on Bluetooth controller.,positive
The best messaging app out there. Easily beats all those crappy ones like whatsapp and messenger! And now along with theme engine  it's even better. Hail telegram! 🙌🏼,positive
Superb! Kuddos for the creator of google,positive
Perfectly,positive
Kkdas Best application,positive
Barbare Samyurashvili💕💕💕,negative
Works great Works with TPB fork for me - would love to see multiple select status changes  but beautiful otherwise!,positive
Great tool. Easy to use. I just needed to take one screenshot and pick the status bar color  but as I can save custom colors it's a one time operation (per app color of course).,positive
Amazing app Exactly what I was looking for,positive
ABOZRA ABOZRA,positive
Wow Smallest best app ever.,positive
Luvd it Superb is the only word,positive
It's trustworthy,positive
Good but    It always works flawless first time but second time it always sais connecting  I have same issue with yatse maybe its that I'm using arches gamepad but the play store said compatable,neutral
Great app But there is a problem with SIM 2 not at all accurate.,neutral
Time Should work for the time not just stay in the same hour,positive
Works as advertised. Great at keeping track of expenses. Just upgraded to the galaxy 5 still works great. The developer is very fast with responses to questions.,positive
Great Nice and great app,positive
no comment,positive
Doesn't work anymore First the moons went white  then the planets went white  and now i only get a black screen  but the app says everything is fine. I don't know what to do. Update: bugs fixed themselves  but now the planets fail to show up  and I just get words on a background. Update: Crashes. Who ever heard of a wallpaper that crashes? And it gives you a pop-up add EVERY TIME YOU EDIT THE SETTINGS. I am done with this garbage.,negative
*****EVERYONE SHOULD SWITCH TO SIGNAL MESSENGER**** THIS APP IS GARBAGE LIKE THE DEVELOPERS THAT DON'T RESPOND,negative
CoOl app wow i like it bro...,positive
Developer deserves immense appreciation Making adfree application  without any in app purchases is very huge contribution and indicates that the person is willing to help everyone without showing any sense of selfishness  Besides: this app is best available app in play store to track habits  GOOD JOB,positive
Update C'mon People Almost 2yrs And Ya Still Havnt Updated It!,neutral
Best emulator I have played pokemon diamond in it works well but...little big slow but best and better than drastic the f*ck emulator,positive
SHAFI.MK OK,positive
Miss,positive
عالیه. ولی اعتیاد اوره من یع معتاد تلگرامم @Arteshun,positive
Love it! Its just missing the way to sync your data in the cloud so the app can be used in many devices same time.,positive
Why the hell does this app now need to run at system startup?,negative
Away some,positive
Be better if has free video call or voice call 😊,positive
Very good  however... I downloaded a game from the site (if that helps  it was .z3 and appeared a .txt in my downloads) and it doesn't appear on the import list. Other than that  it's okay.,positive
Very useful. Been using it for years. Dropbox functionality makes it perfect across devices.,positive
Dwarf Ilike,positive
Ok Well done,positive
Samsung galaxy note Good app for rooting your device,positive
how to gets the how i will go to wifi and search dns number and i copy and it will works right so that why i make for one star if you give the code i will make 5 stars plz give me the code,negative
Good forecast of rainfall and how much it will be. Thanks for creating this app it helped us a lot,positive
Cg Dg,negative
this is interesting,positive
عالی 1daneshjo.ir,positive
Excellent application for weather forecasts,positive
Impossible. Even if you make a line across the board first you don't win then the computer wins the next move.,negative
thanks good,positive
Pretty nice Using this app for a long time now. I've recently noticed Decrypt File selection doesn't work on A5.1?,positive
Yelay Aeiou,neutral
Amazing app The best think is that u can save the page and read it any time without Internet but some it shows errors not found and after sometime it shows the content,positive
Needs some work How to find that msg was delivered to the other person??? Always it's showing single tick for every msg then how to find that??? Change this method like what's app double tick for delivered and blue tick for seen,negative
Not paying It is free love it,positive
Its azmezing..without it i canot usemy u cam,positive
nice ok,positive
Gr8 Love it,positive
Finally widget that shows past events! Thanks :),positive
Read this please This application is a very useful app  and I think that the simpler interface makes it better than the other competing reminding application,positive
Lock is not good,positive
Nicw Mix,positive
Interuption There is constant buffering without any reason.,negative
Superb app The best troll maker app on play store,positive
This is a great battery monitor.I tried several  and this one always came out at the top.,positive
Vbb,positive
Cgt Vt,negative
Bugs I like it. looks like it won't work with location service in 4.4.4 tho.,positive
Nice App The UI is really good and useful  and it supports lots of bt server from ?torrent to transmission and many others.,positive
Google unfortunly gaps had stopped working.....every dam second. Otf,negative
Best eBook reader.,positive
Why do have to download it I wanted YouTube but you make me download this crab,negative
Loved It is a cool one,positive
Great Awesome widget  looks great with 6.0's material goodness and has useful info,positive
This app does not work well on Sony Ericsson XPERIA neo V that has android 4.0.3,positive
not bad. .,neutral
Love you khesari bhai,positive
Useless Now it's not working at all in all devices that i have :(,negative
its goood and always fast -great for me,positive
AWESOME Amazing amazing game or emulater ever,positive
Rajkumar Nishad,positive
Good for me Email all so,neutral
Amazing application!,positive
They appeal of the editor of the article migrate beautiful girl riding What words should I write it keeps me in the basket are you chewing on a fly because you are very terrible critic I can't writing smooth horrors where are you dropping everything I write and to the water below pointillism that I write so vain after at sunset green statement at this isn't this thing,positive
Um... I have trouble finding the song,positive
Wow This was what I have in mind...,positive
Doesnt work Doesnt work anymore,negative
Hama Note,positive
Avoid!!! Broken after failed update. Restoring a backup failed. Can not access files. Do not take the risk.,negative
Master,positive
Ma alam Naima,positive
Good Good for playing games,positive
Great app  must have for guys with custom ROM This app gives a more accurate understanding of all the apps and services running and consuming battery. Well understanding of the terms needs some technical know how but that's what the app is targeted for I guess. Little more documentation with less tech friendly literature will be good to have.,positive
Download now and query 'No Agenda' Allows me to get the podcasts I love  including #noagenda . I've paid for apps that lock up and don't work as good as this one. However  app is confusing to me. *disclaimer* Might just be me though...,positive
Aww Wish I cud get this to work but all the writing appears as blocks so I don't know what's what. If you cud help that wud be sweet  I just want the star wars and star trek stuff.,positive
Great cataloging tool Only disadvantage seems to be the inability to export and import you catalogue which means it cannot be backed up. This is especially an issue when changing phone. Aside from that really good. Have not tried it properly yet but apparently you can export and import under admin so will try and will update review accordingley.,positive
Good Good all good,positive
AWESOME - GET IT! Simply awesome for anyone who wants to know what star or constellation they are looking at. 7-year-old grandson saw Venus tonight the he found Jupiter and Mars all by himself.,positive
Prabhav,positive
Imani Good,positive
Why do you need device & app history? I can't update without this explanation. I suggest you explain the permissions you use in your description.,negative
MD RONY,positive
It's cool. I can write and publish my posts on the go.,positive
Broken Latest update (4 sep) broke instant updates. Switched to NextCloud client  works.,negative
Worst game of my life. I have to give it a 0 Stars .Who ever have rated this game I want to say that it shouldn't be rated 4.2 stars but should be rated 0.,negative
Works well  and I'm grateful for the restraint in permissions list!,positive
Can I customise my website,neutral
Limited uses How do I play a Playlist? Still not clear after about two years.,negative
Saan,negative
Enjoyable service,positive
Best  easiest  fastest torrent app yet! With outstanding customer support! ! Amazing interface! Thank you so much for this amazing app!!,positive
Awsome Hands down the best receipt tracking app on Android. I have been using this app for 3 years.,positive
Just What I've Been Looking For Superior ap! Instant messaging with the ability to add groups  invite friends  and the ability to have secret chats; this is super amazing. I must send invites to my friends and relatives. What an easy way for all of us to stay in touch this Holiday season. BVCPBu1x,positive
It's a decent app  though when trying to check passwords manually  it's impossible to tell apart zero (0) from a capital O. This is pretty annoying and could lead to lockdowns etc because you have to guess multiple times which one is it.,neutral
problem with mate 7 cannot launch camera to scan code. pls fix,negative
Great app Wish it also handled older open doc formats  and that it would reflow text on zoom  but works great.,positive
How do use it......it does not work at all:(,negative
Open source goodness This is where I save my most sensitive logins. Why? It is open source so I can read the code to verify it is legit. I have migrated my db from 4 different phones no problem. Save the backup XML file on the root of your drive (default backup path) and restore. Sad some can't figure it out.,positive
Supeerbb,positive
MDMamun khan mamun khan,positive
mohammad gooooooooooooooooood,positive
Light and useful. Really nice app This is really amazing and useful app,positive
Slide pieces? I'm sure it's possible; how does one slide pieces?,positive
good job work great fully recommended,positive
Email texts not showing properly after recent update,positive
Wondeefull app Simple and easy,positive
